consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,next_slide_key.started,question_text_2.started,triangle.started,slider_image.started,arrow.started,next_slide_key.keys,next_slide_key.rt,image.started,question_text.started,spacebar_text.started,slider.started,spacebar_continue.started,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,image_2.started,question_text_3.started,spacebar_continue_2.started,spacebar_text_2.started,slider_2.started,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,18.520908900012728,y,0.3203151000197977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8663068000169,18.8663068000169,18.8663068000169,18.8663068000169,18.8663068000169,18.8663068000169,18.8663068000169,4.148115599993616,21,4.0,1.9473369999905117,,0.05277777777777778,-0.3958333333333333,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,3.0,3.0,3.0,26.385257100017043,26.385257100017043,26.385257100017043,26.385257100017043,26.385257100017043,26.385257100017043,26.385257100017043,26.385257100017043,26.385257100017043,space,1.8410331000050064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 2 of 8,"First, you should read the title of the graph.",10.0,0.05,-0.24,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.250744900025893,28.250744900025893,28.250744900025893,28.250744900025893,28.250744900025893,28.250744900025893,28.250744900025893,28.250744900025893,28.250744900025893,space,1.9882787999813445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 3 of 8,Then you should look at the image. The x-axis shows the month of year. The y-axis shows the number of deaths.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.261623600003077,30.261623600003077,30.261623600003077,30.261623600003077,30.261623600003077,30.261623600003077,30.261623600003077,30.261623600003077,30.261623600003077,space,1.9967821999744046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 4 of 8,Data on different states using different colour schemes are shown. Higher number of deaths suggest higher severity of Covid 19.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.280609200010076,32.280609200010076,32.280609200010076,32.280609200010076,32.280609200010076,32.280609200010076,32.280609200010076,32.280609200010076,32.280609200010076,space,0.7853842000185978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate the severity of Covid 19 in the shown region.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.086499600001844,33.086499600001844,33.086499600001844,33.086499600001844,33.086499600001844,33.086499600001844,33.086499600001844,33.086499600001844,33.086499600001844,space,0.6679951999976765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7755737999978,33.7755737999978,33.7755737999978,33.7755737999978,33.7755737999978,33.7755737999978,33.7755737999978,33.7755737999978,33.7755737999978,space,0.9214576999947894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7185187000141,34.7185187000141,34.7185187000141,34.7185187000141,34.7185187000141,34.7185187000141,34.7185187000141,34.7185187000141,34.7185187000141,space,1.2294751000008546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.96585970002343,35.96585970002343,35.96585970002343,35.96585970002343,35.96585970002343,35.96585970002343,35.96585970002343,35.96585970002343,35.96585970002343,space,0.9331584999745246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,16,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/16bg.png,,,,,,,,,,,,,,,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.98802970000543,36.98802970000543,36.98802970000543,36.98802970000543,41.97506019999855,space,0.22079500000108965,2,4.995981400017627,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,38,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/38wg.png,,,,,,,,,,,,,,,,,,,0,1,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.26572510000551,42.26572510000551,42.26572510000551,42.26572510000551,43.05557840000256,space,1.7113989999925252,2.0,2.3556110999779776,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,33,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/33wr.png,,,,,,,,,,,,,,,,,,,0,2,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84407050002483,44.84407050002483,44.84407050002483,44.84407050002483,45.41130520001752,space,0.11956930000451393,2,0.5657062999962363,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,34,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/34wg.png,,,,,,,,,,,,,,,,,,,0,3,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.61539640001138,45.61539640001138,45.61539640001138,45.61539640001138,46.62505709999823,space,0.34843489999184385,1.8722222222222222,1.0061278000066523,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,44,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/44bg.png,,,,,,,,,,,,,,,,,,,0,4,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.04157220001798,47.04157220001798,47.04157220001798,47.04157220001798,47.45858400000725,space,0.02331170000252314,1.9,0.41481499999645166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,13,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/13wr.png,,,,,,,,,,,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.54889170001843,47.54889170001843,47.54889170001843,47.54889170001843,47.88048859999981,space,0.04876529998728074,1.9,0.33056040000519715,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,29,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/29wr.png,,,,,,,,,,,,,,,,,,,0,6,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99602760002017,47.99602760002017,47.99602760002017,47.99602760002017,48.306904099998064,space,0.05640639999182895,1.9027777777777777,0.3099606999894604,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,46,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/46wg.png,,,,,,,,,,,,,,,,,,,0,7,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.43172340001911,48.43172340001911,48.43172340001911,48.43172340001911,48.72275020001689,space,0.07596570000168867,1.9027777777777777,0.286163899989333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,39,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/39br.png,,,,,,,,,,,,,,,,,,,0,8,8,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86758850002661,48.86758850002661,48.86758850002661,48.86758850002661,49.090126200026134,space,0.15877660000114702,1.9027777777777777,0.22011969998129643,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,48,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/48bg.png,,,,,,,,,,,,,,,,,,,0,9,9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.31238190000295,49.31238190000295,49.31238190000295,49.31238190000295,49.6515280000167,space,0.1063381000130903,1.9027777777777777,0.3351686999958474,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,40,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/40bg.png,,,,,,,,,,,,,,,,,,,0,10,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.82951840001624,49.82951840001624,49.82951840001624,49.82951840001624,52.14236460000393,space,0.20452290002140217,1.8958333333333333,2.3081348999985494,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,37,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/37wr.png,,,,,,,,,,,,,,,,,,,0,11,11,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4184756000177,52.4184756000177,52.4184756000177,52.4184756000177,52.70172900002217,space,0.09122050000587478,1.8902777777777777,0.2808223000029102,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,8,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/8bg.png,,,,,,,,,,,,,,,,,,,0,12,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8569849000196,52.8569849000196,52.8569849000196,52.8569849000196,53.91492450001533,space,0.24834749998990446,1.7180555555555554,1.0543854999996256,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,25,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/25wr.png,,,,,,,,,,,,,,,,,,,0,13,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.22513980002259,54.22513980002259,54.22513980002259,54.22513980002259,54.49487650001538,space,0.05427960000815801,1.7180555555555554,0.26668010000139475,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,7,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/7br.png,,,,,,,,,,,,,,,,,,,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.616536800022004,54.616536800022004,54.616536800022004,54.616536800022004,54.87121940002544,space,0.022885899990797043,1.7180555555555554,0.25020340000628494,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,22,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/22wg.png,,,,,,,,,,,,,,,,,,,0,15,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.964617100020405,54.964617100020405,54.964617100020405,54.964617100020405,55.17236039999989,space,0.04002290000789799,1.7180555555555554,0.20977469999343157,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,23,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/23br.png,,,,,,,,,,,,,,,,,,,0,16,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.27929220002261,55.27929220002261,55.27929220002261,55.27929220002261,55.50029500000528,space,0.018645500007551163,1.7180555555555554,0.22068929998204112,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,6,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/6wg.png,,,,,,,,,,,,,,,,,,,0,17,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.584972000011476,55.584972000011476,55.584972000011476,55.584972000011476,55.7970856000029,space,0.013808100018650293,1.7180555555555554,0.21352970000589266,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,17,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/17wr.png,,,,,,,,,,,,,,,,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.87096230001771,55.87096230001771,55.87096230001771,55.87096230001771,56.111532900016755,space,0.36306930001592264,1.7180555555555554,0.5753172999829985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,28,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/28bg.png,,,,,,,,,,,,,,,,,,,0,19,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.548772500013,56.548772500013,56.548772500013,56.548772500013,56.901205600006506,space,0.030513999983668327,1.7180555555555554,0.35242049998487346,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,41,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/41wr.png,,,,,,,,,,,,,,,,,,,0,20,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.99591490000603,56.99591490000603,56.99591490000603,56.99591490000603,57.278757300024154,space,0.01285879997885786,1.7180555555555554,0.28297670002211817,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,30,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/30wg.png,,,,,,,,,,,,,,,,,,,0,21,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.358158100018045,57.358158100018045,57.358158100018045,57.358158100018045,57.654592100006994,space,0.030722900002729148,1.7180555555555554,0.2965668000106234,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,45,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/45wr.png,,,,,,,,,,,,,,,,,,,0,22,22,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.758022699999856,57.758022699999856,57.758022699999856,57.758022699999856,58.01581830001669,space,0.03762050002114847,1.7180555555555554,0.257391799998004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,AC,51,Ignore the map. Move the marker all the way to the 'Not very urgently' end of the scale.,"Based on the text above, how have you been asked to respond?",1.0,0.5,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,,,0,23,23,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.12034490000224,58.12034490000224,58.12034490000224,58.12034490000224,58.37976120001986,space,0.033718899998348206,1.5,0.2543023999896832,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,35,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/35br.png,,,,,,,,,,,,,,,,,,,0,24,24,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.49706150000566,58.49706150000566,58.49706150000566,58.49706150000566,58.85396680000122,space,0.08416659999056719,1.7180555555555554,0.35690740001155064,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,36,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/36bg.png,,,,,,,,,,,,,,,,,,,0,25,25,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.00217240001075,59.00217240001075,59.00217240001075,59.00217240001075,59.710453700012295,space,0.008481099997879937,1.7180555555555554,0.7052312000014354,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,19,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/19br.png,,,,,,,,,,,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.790087900008075,59.790087900008075,59.790087900008075,59.790087900008075,60.140298300015274,space,0.028460700006689876,1.7180555555555554,0.35002470001927577,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
