consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,next_slide_key.started,question_text_2.started,triangle.started,slider_image.started,arrow.started,next_slide_key.keys,next_slide_key.rt,image.started,question_text.started,spacebar_text.started,slider.started,spacebar_continue.started,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,image_2.started,question_text_3.started,spacebar_continue_2.started,spacebar_text_2.started,slider_2.started,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,Slide 2 of 8,"First, you should read the title of the graph.",10.0,0.05,-0.24,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.795962899981532,28.795962899981532,28.795962899981532,28.795962899981532,28.795962899981532,28.795962899981532,28.795962899981532,28.795962899981532,28.795962899981532,space,0.1107773999683559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,Slide 3 of 8,Then you should look at the image. The x-axis shows the month of year. The y-axis shows the number of deaths.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.928226399992127,28.928226399992127,28.928226399992127,28.928226399992127,28.928226399992127,28.928226399992127,28.928226399992127,28.928226399992127,28.928226399992127,space,0.15201429999433458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,Slide 4 of 8,Data on different states using different colour schemes are shown. Higher number of deaths suggest higher severity of Covid 19.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.099644700007048,29.099644700007048,29.099644700007048,29.099644700007048,29.099644700007048,29.099644700007048,29.099644700007048,29.099644700007048,29.099644700007048,space,0.2635776000097394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate the severity of Covid 19 in the shown region.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.380100100010168,29.380100100010168,29.380100100010168,29.380100100010168,29.380100100010168,29.380100100010168,29.380100100010168,29.380100100010168,29.380100100010168,space,0.17015830002492294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.571281699987594,29.571281699987594,29.571281699987594,29.571281699987594,29.571281699987594,29.571281699987594,29.571281699987594,29.571281699987594,29.571281699987594,space,0.3390379000338726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.932112400012556,29.932112400012556,29.932112400012556,29.932112400012556,29.932112400012556,29.932112400012556,29.932112400012556,29.932112400012556,29.932112400012556,space,0.29621749999932945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.250668900029268,30.250668900029268,30.250668900029268,30.250668900029268,30.250668900029268,30.250668900029268,30.250668900029268,30.250668900029268,30.250668900029268,space,0.2790433999616653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,E,30,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/30wg.png,,,,,,,,,,,,,,,,,,,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.623307499976363,30.623307499976363,30.623307499976363,30.623307499976363,33.67057279997971,space,0.009608599997591227,1.7458333333333333,3.0571024999953806,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,29,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/29wr.png,,,,,,,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.744229900010396,33.744229900010396,33.744229900010396,33.744229900010396,35.480119100015145,space,0.4807372000068426,1.7708333333333333,1.7320580999949016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,blank,E,15,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/15br.png,,,,,,,,,,,,,,,,,,,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.026617800001986,36.026617800001986,36.026617800001986,36.026617800001986,36.77847890002886,space,0.14639720000559464,1.7708333333333333,0.7466090000234544,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,E,9,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/9wr.png,,,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0043553999858,37.0043553999858,37.0043553999858,37.0043553999858,37.53239950002171,space,0.02062389999628067,1.7708333333333333,0.5231419999618083,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,E,45,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/45wr.png,,,,,,,,,,,,,,,,,,,0,4,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.615576300013345,37.615576300013345,37.615576300013345,37.615576300013345,38.10559729998931,space,0.0054169000359252095,1.7708333333333333,0.48722489998908713,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,4,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/4bg.png,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16852359997574,38.16852359997574,38.16852359997574,38.16852359997574,38.643853400019,space,0.05358409998007119,1.7708333333333333,0.46896589995594695,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,7,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/7br.png,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.76082339999266,38.76082339999266,38.76082339999266,38.76082339999266,39.302285699988715,space,0.4072411999804899,1.7708333333333333,0.9399519999860786,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,43,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/43br.png,,,,,,,,,,,,,,,,,,,0,7,7,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.770779600017704,39.770779600017704,39.770779600017704,39.770779600017704,40.252543699985836,space,0.05014920001849532,1.7708333333333333,0.4788894999655895,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,1,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3734597999719,40.3734597999719,40.3734597999719,40.3734597999719,40.84985360002611,space,0.005797299963887781,1.7708333333333333,0.47495230002095923,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,11,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/11br.png,,,,,,,,,,,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91644120001001,40.91644120001001,40.91644120001001,40.91644120001001,41.36651149997488,space,0.029724300024099648,1.7708333333333333,0.4463265999802388,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,31,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/31br.png,,,,,,,,,,,,,,,,,,,0,10,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.459476199990604,41.459476199990604,41.459476199990604,41.459476199990604,41.867439199995715,space,0.03230820002499968,1.7708333333333333,0.41117670002859086,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,blank,E,20,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/20bg.png,,,,,,,,,,,,,,,,,,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9604198000161,41.9604198000161,41.9604198000161,41.9604198000161,42.37760609999532,space,0.03632180002750829,1.7708333333333333,0.4121108000399545,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,40,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/40bg.png,,,,,,,,,,,,,,,,,,,0,12,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.480704899993725,42.480704899993725,42.480704899993725,42.480704899993725,43.03278499998851,space,0.001125600014347583,1.7708333333333333,0.5486324999947101,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,E,33,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/33wr.png,,,,,,,,,,,,,,,,,,,0,13,13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09664190001786,43.09664190001786,43.09664190001786,43.09664190001786,43.53210020001279,space,0.030245699977967888,1.7708333333333333,0.4286837999825366,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,blank,E,8,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/8bg.png,,,,,,,,,,,,,,,,,,,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.624182800005656,43.624182800005656,43.624182800005656,43.624182800005656,43.993995899974834,space,0.006402599974535406,1.7708333333333333,0.36494260001927614,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,blank,E,50,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/50wg.png,,,,,,,,,,,,,,,,,,,0,15,15,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.06113099999493,44.06113099999493,44.06113099999493,44.06113099999493,44.454948399972636,space,0.023477900016587228,1.7708333333333333,0.3920592999784276,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,AC,51,Ignore the map. Move the marker all the way to the 'Not very urgently' end of the scale.,"Based on the text above, how have you been asked to respond?",1.0,0.5,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,,,0,16,16,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.54834719997598,44.54834719997598,44.54834719997598,44.54834719997598,44.89309010002762,space,0.040181800024583936,2.0,0.34500510001089424,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,E,42,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/42wg.png,,,,,,,,,,,,,,,,,,,0,17,17,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.99799569998868,44.99799569998868,44.99799569998868,44.99799569998868,45.36358599999221,space,0.04497259994968772,1.7708333333333333,0.3637638999498449,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,label,E,14,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/14wg.png,,,,,,,,,,,,,,,,,,,0,18,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.474872299993876,45.474872299993876,45.474872299993876,45.474872299993876,46.18879480002215,space,0.6063022000016645,1.7708333333333333,1.288344300002791,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,37,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/37wr.png,,,,,,,,,,,,,,,,,,,0,19,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.86188649997348,46.86188649997348,46.86188649997348,46.86188649997348,47.40348249999806,space,0.6016080999979749,1.7708333333333333,1.0910146000096574,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,17,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/17wr.png,,,,,,,,,,,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.07632739999099,48.07632739999099,48.07632739999099,48.07632739999099,48.6211561000091,space,0.03258610004559159,1.7708333333333333,0.545329499989748,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,22,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/22wg.png,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.719339500006754,48.719339500006754,48.719339500006754,48.719339500006754,49.26999300002353,space,0.02019259997177869,1.7708333333333333,0.5457215000060387,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,10,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/10wg.png,,,,,,,,,,,,,,,,,,,0,22,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.351635799976066,49.351635799976066,49.351635799976066,49.351635799976066,49.88998400000855,space,0.0315672000288032,1.7708333333333333,0.5338401999906637,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,label,E,34,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/34wg.png,,,,,,,,,,,,,,,,,,,0,23,23,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.98901299998397,49.98901299998397,49.98901299998397,49.98901299998397,50.471260600024834,space,0.09844440000597388,1.7708333333333333,0.47879100003046915,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,trunc,blank,E,28,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/28bg.png,,,,,,,,,,,,,,,,,,,0,24,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.63305709999986,50.63305709999986,50.63305709999986,50.63305709999986,51.149011500005145,space,0.03393749997485429,1.7708333333333333,0.5123406000202522,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
,,,,,,extend,blank,E,39,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/39br.png,,,,,,,,,,,,,,,,,,,0,25,25,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2484152999823,51.2484152999823,51.2484152999823,51.2484152999823,51.736933499982115,space,0.06566580000799149,1.7708333333333333,0.48408620001282543,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h17.21.202,BZ,2022.2.4,164.29614705846586,
