participant,list_number,date,expName,psychopyVersion,OS,frameRate,fbclid,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,info_sheet_loop.ran,consent_key.keys,consent_key.rt,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,consent_item,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,next_slide_key.keys,next_slide_key.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,52,4,24.886,,-0.007407407,-0.399074074,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,369.348,0,0,0,0,1,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,45.107,0,1,1,1,1,Slide 2 of 8,"First, you should read the title of the graph.",10,0.05,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,36.153,0,2,2,2,1,Slide 3 of 8,Then you should look at the image. The x-axis shows the month of year. The y-axis shows the number of deaths.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,95.933,0,3,3,3,1,Slide 4 of 8,Data on different states using different colour schemes are shown. Higher number of deaths suggest higher severity of Covid 19.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,47.178,0,4,4,4,1,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate the severity of Covid 19 in the shown region.",10,-0.28,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.801,0,5,5,5,1,Slide 6 of 8,You should move the marker to indicate your response.,0,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.702,0,6,6,6,1,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.911,0,7,7,7,1,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.958,1.994444444,229.164,0,0,0,45,1,extend,label,E,46,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/46br.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.286,1.127777778,224.128,0,1,1,23,1,extend,blank,E,24,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/24wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.478,1.516666667,172.324,0,2,2,39,1,trunc,blank,E,40,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/40wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.669,1.405555556,274.603,0,3,3,32,1,trunc,label,E,33,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/33wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.996,1.07962963,527.379,0,4,4,46,1,trunc,blank,E,47,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/47bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.881,1.251851852,299.692,0,5,5,30,1,trunc,blank,E,31,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/31bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.761,1.025925926,576.678,0,6,6,43,1,extend,blank,E,44,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/44wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.181,1.146296296,667.154,0,7,7,21,1,extend,label,E,22,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/22br.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.358,1.003703704,268.027,0,8,8,47,1,extend,blank,E,48,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/48wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,16.522,1.242592593,840.476,0,9,9,14,1,extend,blank,E,15,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/15bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.839,1.02962963,416.484,0,10,10,29,1,trunc,label,E,30,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/30br.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.567,1.107407407,349.675,0,11,11,16,1,extend,label,E,17,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/17wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.381,1.177777778,444.236,0,12,12,20,1,trunc,label,E,21,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/21wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.144,1.292592593,275.575,0,13,13,37,1,trunc,label,E,38,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/38br.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.936,1.035185185,35.064,0,14,14,8,1,trunc,label,E,9,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/9wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.188,1.216666667,157.583,0,15,15,18,1,trunc,blank,E,19,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/19bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.274,1.32962963,71.853,0,16,16,44,1,trunc,label,E,45,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/45wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.541,1.201851852,41.074,0,17,17,25,1,trunc,label,E,26,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/26br.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.211,1.287037037,66.112,0,18,18,0,1,extend,label,E,1,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/1wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.635,1.024074074,19.895,0,19,19,40,1,extend,label,E,41,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/41wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.308,1.009259259,13.811,0,20,20,11,1,extend,blank,E,12,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/12wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.253,1.177777778,53.341,0,21,21,49,1,extend,blank,E,50,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/50br.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.425,1.037037037,16.685,0,22,22,12,1,extend,label,E,13,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/13wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.704,1.072222222,7.852,0,23,23,31,1,extend,blank,E,32,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/32wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.109,1.25,33.207,0,24,24,48,1,trunc,blank,E,49,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/49wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
21,map_generator/lists/list4.csv,04-11-2023_09h35.15.138,3rd_year_project,2022.2.4,Win32,11.3147771,IwAR30SbdDx0lD5ttRUDU846DdfmonJgxtvP8a0MFLvndkQ3XL0Y0uVUOlqEo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.023,1.007407407,4.913,0,25,25,35,1,extend,blank,E,36,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/36wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
