participant,list_number,date,expName,psychopyVersion,OS,frameRate,fbclid,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,info_sheet_loop.ran,consent_key.keys,consent_key.rt,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,consent_loop.ran,consent_item,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,next_slide_key.keys,next_slide_key.rt,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,y,0.5976,0,4,4,4,1,"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,y,1.0953,0,5,5,5,1,"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,34,5,10.4731,,-0.025,-0.407407464,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.1198,0,0,0,0,1,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.6853,0,1,1,1,1,Slide 2 of 8,"First, you should read the title of the graph.",10,0.05,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3579,0,2,2,2,1,Slide 3 of 8,Then you should look at the image. The x-axis shows the month of year. The y-axis shows the number of deaths.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3505,0,3,3,3,1,Slide 4 of 8,Data on different states using different colour schemes are shown. Higher number of deaths suggest higher severity of Covid 19.,10,-0.075,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8202,0,4,4,4,1,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate the severity of Covid 19 in the shown region.",10,-0.28,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8211,0,5,5,5,1,Slide 6 of 8,You should move the marker to indicate your response.,0,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8923,0,6,6,6,1,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.7379,0,7,7,7,1,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.8116,1.279629686,11.652,0,0,0,21,1,extend,label,E,22,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/22br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2187,1.072222222,3.1077,0,1,1,19,1,extend,blank,E,20,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/20wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1833,1.070370399,4.0867,0,2,2,38,1,extend,blank,E,39,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/39bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.4373,1.146296353,3.8604,0,3,3,12,1,extend,label,E,13,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/13wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.055,1.331481595,17.8044,0,4,4,48,1,trunc,blank,E,49,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/49wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2742,1.196296353,10.9552,0,5,5,49,1,extend,blank,E,50,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/50br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.3017,1.281481595,3.7059,0,6,6,25,1,trunc,label,E,26,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/26br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1175,1.079629686,2.0711,0,7,7,43,1,extend,blank,E,44,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/44wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1209,1.279629686,3.0954,0,8,8,28,1,extend,label,E,29,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/29wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0842,1.203703817,2.0344,0,9,9,31,1,extend,blank,E,32,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/32wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0967,1.335185242,2.1915,0,10,10,18,1,trunc,blank,E,19,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/19bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1261,1.08148151,3.1575,0,11,11,8,1,trunc,label,E,9,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/9wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1054,1.43703715,3.2371,0,12,12,42,1,trunc,blank,E,43,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/43bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.122,1.324074131,2.5551,0,13,13,20,1,trunc,label,E,21,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/21wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.9148,1.196296353,61.1641,0,14,14,17,1,trunc,label,E,18,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/18br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.2846,1.694444444,2.9723,0,15,15,36,1,extend,label,E,37,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/37wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1404,1.535185242,4.8209,0,16,16,22,1,trunc,blank,E,23,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/23bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0893,1.077777778,2.6895,0,17,17,29,1,trunc,label,E,30,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/30br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8351,1.529629686,5.4729,0,18,18,13,1,trunc,label,E,14,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/14br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1164,1.724074131,2.0239,0,19,19,10,1,trunc,blank,E,11,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/11bg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1836,1.203703817,2.9479,0,20,20,5,1,trunc,label,E,6,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/6br.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1511,1.027777778,2.5924,0,21,21,47,1,extend,blank,E,48,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/48wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.1843,1.116666667,2.1535,0,22,22,24,1,extend,label,E,25,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/25wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5083,1.044444444,1.8339,0,23,23,11,1,extend,blank,E,12,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/12wr.png,,,,,,,,,,,,,,,,,,,,,,,,,
30,map_generator/lists/list4.csv,2023-04-15_18h31.07.611,3rd_year_project,2022.2.4,Win32,59.81576744,IwAR1qeKfgffkqqlNOlQQvXJEfjPvfKDlteGUnMKh09nlpKqW5RpochfZ0YDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0863,1.855555556,2.9609,0,24,24,4,1,extend,label,E,5,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,NA,0,map_generator/charts/5wg.png,,,,,,,,,,,,,,,,,,,,,,,,,
